id,idChampionship,name,generalName,idRound,round,idStadium,stadium_country,stadium,attendance,idTeamHome,teamHome,teamHomeSize,scoreTeamHome,penaltiesScoreTeamHome,idTeamAway,teamAway,teamAwaySize,scoreTeamAway,penaltiesScoreTeamAway,hasPenalties,gameDate,gameCanceled,createddate,source,resultado,resultadoPenalties,golsInter,golsAdversario
281,2014_BR,Brasileirão 2014,Brasileirão,12,12,8,BR,Arena Fonte Nova,5221,15,EC Bahia,M,0,,1,Internacional,X,1,,,2014-07-27,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
297,2014_BR,Brasileirão 2014,Brasileirão,30,30,75,BR,Estádio Jornalista Mário Filho,21855,5,Flamengo,X,2,,1,Internacional,X,0,,,2014-10-22,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,2
303,2014_BR,Brasileirão 2014,Brasileirão,15,15,171,BR,Estádio do Governo do Estado de Goiás,4256,17,Goiás EC,M,0,,1,Internacional,X,1,,,2014-08-16,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
316,2014_BR,Brasileirão 2014,Brasileirão,18,18,121,BR,Estádio Municipal Paulo Machado de Carvalho,31178,4,Palmeiras,X,0,,1,Internacional,X,1,,,2014-08-30,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
330,2014_BR,Brasileirão 2014,Brasileirão,32,32,162,BR,Estádio Urbano Caldeira,5607,16,Santos FC,X,1,,1,Internacional,X,2,,,2014-11-02,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
346,2014_BR,Brasileirão 2014,Brasileirão,35,35,39,BR,Estádio Cícero Pompeu de Toledo,22504,11,São Paulo,X,1,,1,Internacional,X,1,,,2014-11-13,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
368,2014_BR,Brasileirão 2014,Brasileirão,6,6,88,BR,Estádio Major Antônio Couto Pereira,11599,19,Coritiba FC,M,1,,1,Internacional,X,1,,,2014-05-22,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
396,2014_BR,Brasileirão 2014,Brasileirão,17,17,150,BR,Estádio Raimundo Sampaio,19732,8,Atlético-MG,X,1,,1,Internacional,X,0,,,2014-08-23,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,1
408,2014_BR,Brasileirão 2014,Brasileirão,23,23,13,BR,Arena da Baixada,17305,203,Atlético-PR,S,0,,1,Internacional,X,1,,,2014-09-20,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
413,2014_BR,Brasileirão 2014,Brasileirão,5,5,67,BR,Estádio Heriberto Hülse,13047,42,Criciúma EC,S,0,,1,Internacional,X,0,,,2014-05-18,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,0
430,2014_BR,Brasileirão 2014,Brasileirão,22,22,15,BR,Arena de Pernambuco,14581,23,Sport Recife,M,0,,1,Internacional,X,0,,,2014-09-18,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,0
436,2014_BR,Brasileirão 2014,Brasileirão,4,4,1,BR,Estádio Beira-Rio,28426,1,Internacional,X,2,,203,Atlético-PR,S,1,,,2014-05-10,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
437,2014_BR,Brasileirão 2014,Brasileirão,13,13,1,BR,Estádio Beira-Rio,20258,1,Internacional,X,1,,16,Santos FC,X,0,,,2014-08-03,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
438,2014_BR,Brasileirão 2014,Brasileirão,14,14,1,BR,Estádio Beira-Rio,32643,1,Internacional,X,2,,7,Grêmio,X,0,,,2014-08-10,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,0
439,2014_BR,Brasileirão 2014,Brasileirão,16,16,1,BR,Estádio Beira-Rio,29267,1,Internacional,X,0,,11,São Paulo,X,1,,,2014-08-21,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,1
440,2014_BR,Brasileirão 2014,Brasileirão,28,28,1,BR,Estádio Beira-Rio,24655,1,Internacional,X,2,,9,Fluminense,M,1,,,2014-10-12,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
441,2014_BR,Brasileirão 2014,Brasileirão,29,29,1,BR,Estádio Beira-Rio,33641,1,Internacional,X,1,,14,Corinthians,X,2,,,2014-10-19,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
442,2014_BR,Brasileirão 2014,Brasileirão,34,34,1,BR,Estádio Beira-Rio,20786,1,Internacional,X,1,,17,Goiás EC,M,0,,,2014-11-16,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
455,2014_BR,Brasileirão 2014,Brasileirão,38,38,144,BR,Estádio Orlando Scarpelli,7027,31,Figueirense FC,M,1,,1,Internacional,X,2,,,2014-12-06,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
462,2014_BR,Brasileirão 2014,Brasileirão,33,33,16,BR,Arena do Grêmio,43456,7,Grêmio,X,4,,1,Internacional,X,1,,,2014-11-09,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,4
507,2014_BR,Brasileirão 2014,Brasileirão,9,9,37,BR,Estádio Cláudio Moacyr de Azevedo,6403,9,Fluminense,M,1,,1,Internacional,X,1,,,2014-06-01,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
545,2014_BR,Brasileirão 2014,Brasileirão,20,20,89,BR,Estádio Manoel Barradas,5060,25,EC Vitória,M,2,,1,Internacional,X,0,,,2014-09-11,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,2
569,2014_BR,Brasileirão 2014,Brasileirão,1,1,1,BR,Estádio Beira-Rio,24692,1,Internacional,X,1,,25,EC Vitória,M,0,,,2014-04-19,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
570,2014_BR,Brasileirão 2014,Brasileirão,7,7,55,BR,Estádio Francisco Stédile,7541,1,Internacional,X,1,,13,Cruzeiro,X,3,,,2014-05-25,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,3
571,2014_BR,Brasileirão 2014,Brasileirão,8,8,55,BR,Estádio Francisco Stédile,2824,1,Internacional,X,2,,30,Chapecoense,M,0,,,2014-05-28,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,0
572,2014_BR,Brasileirão 2014,Brasileirão,21,21,1,BR,Estádio Beira-Rio,16456,1,Internacional,X,2,,2,Botafogo,M,0,,,2014-09-14,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,0
573,2014_BR,Brasileirão 2014,Brasileirão,24,24,1,BR,Estádio Beira-Rio,15701,1,Internacional,X,3,,42,Criciúma EC,S,0,,,2014-09-25,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,3,0
574,2014_BR,Brasileirão 2014,Brasileirão,36,36,1,BR,Estádio Beira-Rio,33443,1,Internacional,X,2,,8,Atlético-MG,X,1,,,2014-11-22,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
575,2014_BR,Brasileirão 2014,Brasileirão,37,37,1,BR,Estádio Beira-Rio,41148,1,Internacional,X,3,,4,Palmeiras,X,1,,,2014-11-29,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,3,1
586,2014_BR,Brasileirão 2014,Brasileirão,26,26,64,BR,Estádio Governador Magalhães Pinto,51994,13,Cruzeiro,X,2,,1,Internacional,X,1,,,2014-10-04,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
603,2014_BR,Brasileirão 2014,Brasileirão,27,27,7,BR,Arena Condá,17230,30,Chapecoense,M,5,,1,Internacional,X,0,,,2014-10-10,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,5
604,2014_BR,Brasileirão 2014,Brasileirão,10,10,180,BR,Neo Química Arena,32644,14,Corinthians,X,2,,1,Internacional,X,1,,,2014-07-18,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
617,2014_BR,Brasileirão 2014,Brasileirão,3,3,1,BR,Estádio Beira-Rio,17974,1,Internacional,X,2,,23,Sport Recife,M,1,,,2014-05-04,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
618,2014_BR,Brasileirão 2014,Brasileirão,11,11,1,BR,Estádio Beira-Rio,27633,1,Internacional,X,4,,5,Flamengo,X,0,,,2014-07-20,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,4,0
619,2014_BR,Brasileirão 2014,Brasileirão,19,19,1,BR,Estádio Beira-Rio,16965,1,Internacional,X,2,,31,Figueirense FC,M,3,,,2014-09-07,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,2,3
620,2014_BR,Brasileirão 2014,Brasileirão,31,31,1,BR,Estádio Beira-Rio,12825,1,Internacional,X,2,,15,EC Bahia,M,0,,,2014-10-26,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,0
624,2014_BR,Brasileirão 2014,Brasileirão,25,25,1,BR,Estádio Beira-Rio,24522,1,Internacional,X,4,,19,Coritiba FC,M,2,,,2014-09-28,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,4,2
661,2008_BR,Brasileirão 2008,Brasileirão,18,18,64,BR,Estádio Governador Magalhães Pinto,30861,13,Cruzeiro,X,2,,1,Internacional,X,0,,,2008-08-07,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,2
684,2008_BR,Brasileirão 2008,Brasileirão,13,13,48,BR,Estádio Eládio de Barros Carvalho,0,26,Náutico,M,1,,1,Internacional,X,1,,,2008-07-20,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
725,2008_BR,Brasileirão 2008,Brasileirão,35,35,162,BR,Estádio Urbano Caldeira,0,16,Santos FC,X,1,,1,Internacional,X,0,,,2008-11-16,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,1
760,2008_BR,Brasileirão 2008,Brasileirão,33,33,39,BR,Estádio Cícero Pompeu de Toledo,0,11,São Paulo,X,3,,1,Internacional,X,0,,,2008-11-02,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,3
778,2008_BR,Brasileirão 2008,Brasileirão,7,7,89,BR,Estádio Manoel Barradas,0,25,EC Vitória,M,2,,1,Internacional,X,1,,,2008-06-22,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
794,2008_BR,Brasileirão 2008,Brasileirão,15,15,117,BR,Estádio Municipal João Lamego Netto,0,39,Ipatinga FC,S,1,,1,Internacional,X,0,,,2008-07-26,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,1
807,2008_BR,Brasileirão 2008,Brasileirão,31,31,64,BR,Estádio Governador Magalhães Pinto,0,8,Atlético-MG,X,2,,1,Internacional,X,2,,,2008-10-25,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,2,2
816,2008_BR,Brasileirão 2008,Brasileirão,11,11,13,BR,Arena da Baixada,0,203,Atlético-PR,S,1,,1,Internacional,X,1,,,2008-07-13,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
835,2008_BR,Brasileirão 2008,Brasileirão,23,23,22,BR,Estádio Adelmar da Costa Carvalho,21030,23,Sport Recife,M,1,,1,Internacional,X,0,,,2008-08-31,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,1
839,2008_BR,Brasileirão 2008,Brasileirão,1,1,1,BR,Estádio Beira-Rio,25744,1,Internacional,X,1,,18,Vasco da Gama,M,0,,,2008-05-11,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
840,2008_BR,Brasileirão 2008,Brasileirão,6,6,1,BR,Estádio Beira-Rio,20694,1,Internacional,X,2,,2,Botafogo,M,1,,,2008-06-14,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
841,2008_BR,Brasileirão 2008,Brasileirão,9,9,1,BR,Estádio Beira-Rio,27528,1,Internacional,X,3,,19,Coritiba FC,M,0,,,2008-07-06,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,3,0
842,2008_BR,Brasileirão 2008,Brasileirão,10,10,1,BR,Estádio Beira-Rio,26535,1,Internacional,X,1,,17,Goiás EC,M,0,,,2008-07-09,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
843,2008_BR,Brasileirão 2008,Brasileirão,12,12,1,BR,Estádio Beira-Rio,24343,1,Internacional,X,1,,8,Atlético-MG,X,0,,,2008-07-17,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
844,2008_BR,Brasileirão 2008,Brasileirão,14,14,1,BR,Estádio Beira-Rio,41674,1,Internacional,X,2,,11,São Paulo,X,0,,,2008-07-23,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,0
845,2008_BR,Brasileirão 2008,Brasileirão,16,16,1,BR,Estádio Beira-Rio,22228,1,Internacional,X,0,,16,Santos FC,X,1,,,2008-07-30,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,1
846,2008_BR,Brasileirão 2008,Brasileirão,22,22,1,BR,Estádio Beira-Rio,29329,1,Internacional,X,1,,5,Flamengo,X,1,,,2008-08-24,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,1,1
847,2008_BR,Brasileirão 2008,Brasileirão,24,24,1,BR,Estádio Beira-Rio,9349,1,Internacional,X,1,,38,Portuguesa,M,0,,,2008-09-06,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
848,2008_BR,Brasileirão 2008,Brasileirão,26,26,1,BR,Estádio Beira-Rio,19493,1,Internacional,X,1,,25,EC Vitória,M,0,,,2008-09-21,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
849,2008_BR,Brasileirão 2008,Brasileirão,30,30,1,BR,Estádio Beira-Rio,15813,1,Internacional,X,2,,203,Atlético-PR,S,1,,,2008-10-18,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
850,2008_BR,Brasileirão 2008,Brasileirão,32,32,1,BR,Estádio Beira-Rio,14464,1,Internacional,X,1,,26,Náutico,M,1,,,2008-10-29,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,1,1
851,2008_BR,Brasileirão 2008,Brasileirão,34,34,1,BR,Estádio Beira-Rio,8131,1,Internacional,X,4,,39,Ipatinga FC,S,0,,,2008-11-09,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,4,0
852,2008_BR,Brasileirão 2008,Brasileirão,37,37,1,BR,Estádio Beira-Rio,13269,1,Internacional,X,1,,13,Cruzeiro,X,0,,,2008-11-30,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
856,2008_BR,Brasileirão 2008,Brasileirão,20,20,160,BR,Estádio São Januário,5387,18,Vasco da Gama,M,4,,1,Internacional,X,0,,,2008-08-17,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,4
867,2008_BR,Brasileirão 2008,Brasileirão,8,8,137,BR,Estádio Olímpico Monumental,0,7,Grêmio,X,1,,1,Internacional,X,1,,,2008-06-29,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
873,2008_BR,Brasileirão 2008,Brasileirão,25,25,139,BR,Estádio Olímpico Nilton Santos,25196,2,Botafogo,M,1,,1,Internacional,X,2,,,2008-09-14,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
880,2008_BR,Brasileirão 2008,Brasileirão,3,3,75,BR,Estádio Jornalista Mário Filho,27031,5,Flamengo,X,2,,1,Internacional,X,1,,,2008-05-24,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
896,2008_BR,Brasileirão 2008,Brasileirão,29,29,171,BR,Estádio do Governo do Estado de Goiás,0,17,Goiás EC,M,1,,1,Internacional,X,1,,,2008-10-11,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
898,2008_BR,Brasileirão 2008,Brasileirão,2,2,2,BR,Allianz Parque,10081,4,Palmeiras,X,2,,1,Internacional,X,1,,,2008-05-18,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
915,2008_BR,Brasileirão 2008,Brasileirão,5,5,43,BR,Estádio Doutor Osvaldo Texeira Duarte,3415,38,Portuguesa,M,3,,1,Internacional,X,1,,,2008-06-08,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,3
926,2008_BR,Brasileirão 2008,Brasileirão,28,28,88,BR,Estádio Major Antônio Couto Pereira,0,19,Coritiba FC,M,4,,1,Internacional,X,2,,,2008-10-04,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,2,4
953,2008_BR,Brasileirão 2008,Brasileirão,4,4,1,BR,Estádio Beira-Rio,23456,1,Internacional,X,1,,23,Sport Recife,M,1,,,2008-05-31,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,1,1
954,2008_BR,Brasileirão 2008,Brasileirão,19,19,1,BR,Estádio Beira-Rio,25659,1,Internacional,X,1,,31,Figueirense FC,M,1,,,2008-08-10,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,1,1
955,2008_BR,Brasileirão 2008,Brasileirão,21,21,1,BR,Estádio Beira-Rio,14470,1,Internacional,X,4,,4,Palmeiras,X,1,,,2008-08-20,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,4,1
956,2008_BR,Brasileirão 2008,Brasileirão,27,27,1,BR,Estádio Beira-Rio,37388,1,Internacional,X,4,,7,Grêmio,X,1,,,2008-09-28,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,4,1
957,2008_BR,Brasileirão 2008,Brasileirão,36,36,1,BR,Estádio Beira-Rio,7481,1,Internacional,X,0,,9,Fluminense,M,2,,,2008-11-23,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,2
975,2008_BR,Brasileirão 2008,Brasileirão,38,38,144,BR,Estádio Orlando Scarpelli,0,31,Figueirense FC,M,3,,1,Internacional,X,1,,,2008-12-07,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,3
986,2008_BR,Brasileirão 2008,Brasileirão,17,17,75,BR,Estádio Jornalista Mário Filho,10092,9,Fluminense,M,1,,1,Internacional,X,2,,,2008-08-02,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
1402,2013_BR,Brasileirão 2013,Brasileirão,38,38,55,BR,Estádio Francisco Stédile,12244,1,Internacional,X,0,,34,Ponte Preta,M,0,,,2013-12-08,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,0,0
1423,2013_BR,Brasileirão 2013,Brasileirão,37,37,121,BR,Estádio Municipal Paulo Machado de Carvalho,33201,14,Corinthians,X,0,,1,Internacional,X,0,,,2013-12-01,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,0
1424,2013_BR,Brasileirão 2013,Brasileirão,3,3,55,BR,Estádio Francisco Stédile,4600,1,Internacional,X,1,,15,EC Bahia,M,2,,,2013-06-02,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
1425,2013_BR,Brasileirão 2013,Brasileirão,8,8,55,BR,Estádio Francisco Stédile,8038,1,Internacional,X,1,,5,Flamengo,X,0,,,2013-07-21,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
1426,2013_BR,Brasileirão 2013,Brasileirão,10,10,173,BR,Estádio do Vale,7793,1,Internacional,X,1,,16,Santos FC,X,2,,,2013-09-11,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
1427,2013_BR,Brasileirão 2013,Brasileirão,15,15,173,BR,Estádio do Vale,9478,1,Internacional,X,0,,8,Atlético-MG,X,0,,,2013-08-18,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,0,0
1428,2013_BR,Brasileirão 2013,Brasileirão,18,18,173,BR,Estádio do Vale,7792,1,Internacional,X,1,,14,Corinthians,X,0,,,2013-09-05,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
1429,2013_BR,Brasileirão 2013,Brasileirão,23,23,173,BR,Estádio do Vale,3012,1,Internacional,X,0,,38,Portuguesa,M,1,,,2013-09-22,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,1
1431,2013_BR,Brasileirão 2013,Brasileirão,26,26,55,BR,Estádio Francisco Stédile,7637,1,Internacional,X,1,,9,Fluminense,M,0,,,2013-10-06,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
1432,2013_BR,Brasileirão 2013,Brasileirão,36,36,55,BR,Estádio Francisco Stédile,11195,1,Internacional,X,0,,19,Coritiba FC,M,0,,,2013-11-24,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,0,0
1453,2013_BR,Brasileirão 2013,Brasileirão,9,9,15,BR,Arena de Pernambuco,19488,26,Náutico,M,3,,1,Internacional,X,0,,,2013-07-28,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,3
1463,2013_BR,Brasileirão 2013,Brasileirão,4,4,43,BR,Estádio Doutor Osvaldo Texeira Duarte,2235,38,Portuguesa,M,1,,1,Internacional,X,1,,,2013-06-06,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
1476,2013_BR,Brasileirão 2013,Brasileirão,12,12,39,BR,Estádio Cícero Pompeu de Toledo,6275,11,São Paulo,X,0,,1,Internacional,X,1,,,2013-07-25,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
1523,2013_BR,Brasileirão 2013,Brasileirão,17,17,88,BR,Estádio Major Antônio Couto Pereira,18546,19,Coritiba FC,M,0,,1,Internacional,X,0,,,2013-09-01,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,0
1525,2013_BR,Brasileirão 2013,Brasileirão,21,21,67,BR,Estádio Heriberto Hülse,13802,42,Criciúma EC,S,0,,1,Internacional,X,1,,,2013-09-15,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,1,0
1532,2013_BR,Brasileirão 2013,Brasileirão,29,29,162,BR,Estádio Urbano Caldeira,3486,16,Santos FC,X,0,,1,Internacional,X,0,,,2013-10-17,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,0
1541,2013_BR,Brasileirão 2013,Brasileirão,22,22,8,BR,Arena Fonte Nova,8979,15,EC Bahia,M,2,,1,Internacional,X,0,,,2013-09-20,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,2
1580,2013_BR,Brasileirão 2013,Brasileirão,19,19,96,BR,Estádio Moisés Lucarelli,4131,34,Ponte Preta,M,1,,1,Internacional,X,3,,,2013-09-07,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,3,1
1594,2013_BR,Brasileirão 2013,Brasileirão,34,34,150,BR,Estádio Raimundo Sampaio,12451,8,Atlético-MG,X,2,,1,Internacional,X,1,,,2013-11-15,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
1599,2013_BR,Brasileirão 2013,Brasileirão,13,13,173,BR,Estádio do Vale,8684,1,Internacional,X,2,,203,Atlético-PR,S,2,,,2013-08-11,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,2,2
1600,2013_BR,Brasileirão 2013,Brasileirão,16,16,173,BR,Estádio do Vale,1815,1,Internacional,X,3,,17,Goiás EC,M,3,,,2013-08-25,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,3,3
1601,2013_BR,Brasileirão 2013,Brasileirão,24,24,173,BR,Estádio do Vale,5434,1,Internacional,X,1,,13,Cruzeiro,X,2,,,2013-09-29,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
1603,2013_BR,Brasileirão 2013,Brasileirão,30,30,55,BR,Estádio Francisco Stédile,15273,1,Internacional,X,2,,7,Grêmio,X,2,,,2013-10-20,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,2,2
1604,2013_BR,Brasileirão 2013,Brasileirão,31,31,55,BR,Estádio Francisco Stédile,5603,1,Internacional,X,2,,11,São Paulo,X,3,,,2013-10-27,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,2,3
1605,2013_BR,Brasileirão 2013,Brasileirão,33,33,1,BR,Estádio Beira-Rio,10969,1,Internacional,X,2,,2,Botafogo,M,1,,,2013-11-10,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,1
1612,2013_BR,Brasileirão 2013,Brasileirão,7,7,75,BR,Estádio Jornalista Mário Filho,5375,9,Fluminense,M,2,,1,Internacional,X,3,,,2013-07-13,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,3,2
1641,2013_BR,Brasileirão 2013,Brasileirão,11,11,16,BR,Arena do Grêmio,40054,7,Grêmio,X,1,,1,Internacional,X,1,,,2013-08-04,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,1
1658,2013_BR,Brasileirão 2013,Brasileirão,32,32,45,BR,Estádio Durival Britto e Silva,6533,203,Atlético-PR,S,1,,1,Internacional,X,0,,,2013-11-03,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,0,1
1667,2013_BR,Brasileirão 2013,Brasileirão,35,35,171,BR,Estádio do Governo do Estado de Goiás,8263,17,Goiás EC,M,3,,1,Internacional,X,1,,,2013-11-17,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,3
1669,2013_BR,Brasileirão 2013,Brasileirão,27,27,75,BR,Estádio Jornalista Mário Filho,24864,5,Flamengo,X,2,,1,Internacional,X,1,,,2013-10-11,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,2
1672,2013_BR,Brasileirão 2013,Brasileirão,5,5,71,BR,Estádio Joaquim Henrique Nogueira,15513,13,Cruzeiro,X,2,,1,Internacional,X,2,,,2013-06-08,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,2,2
1699,2013_BR,Brasileirão 2013,Brasileirão,14,14,75,BR,Estádio Jornalista Mário Filho,15047,2,Botafogo,M,3,,1,Internacional,X,3,,,2013-08-16,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,3,3
1715,2013_BR,Brasileirão 2013,Brasileirão,2,2,55,BR,Estádio Francisco Stédile,8397,1,Internacional,X,2,,42,Criciúma EC,S,0,,,2013-05-31,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,2,0
1716,2013_BR,Brasileirão 2013,Brasileirão,6,6,55,BR,Estádio Francisco Stédile,2858,1,Internacional,X,5,,18,Vasco da Gama,M,3,,,2013-07-07,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,5,3
1717,2013_BR,Brasileirão 2013,Brasileirão,20,20,173,BR,Estádio do Vale,4456,1,Internacional,X,2,,25,EC Vitória,M,2,,,2013-09-13,0,2025-08-12,Transfermarket/basedosdados.org-BR,Empate,,2,2
1718,2013_BR,Brasileirão 2013,Brasileirão,28,28,55,BR,Estádio Francisco Stédile,3672,1,Internacional,X,4,,26,Náutico,M,1,,,2013-10-13,0,2025-08-12,Transfermarket/basedosdados.org-BR,Vitória,,4,1
1722,2013_BR,Brasileirão 2013,Brasileirão,1,1,8,BR,Arena Fonte Nova,8955,25,EC Vitória,M,2,,1,Internacional,X,2,,,2013-05-25,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,2,2
1732,2013_BR,Brasileirão 2013,Brasileirão,25,25,37,BR,Estádio Cláudio Moacyr de Azevedo,10220,18,Vasco da Gama,M,3,,1,Internacional,X,1,,,2013-10-04,0,2025-08-12,Transfermarket/basedosdados.org-BR,Derrota,,1,3
