Adversario,Data,Estadio,Juiz,Renda,Treinador,Gols Pro,Gols Contra,Campeonato,Jogador 1,Gols,Posicao,Jogador 2,Gols,Posicao,Jogador 3,Gols,Posicao,Jogador 4,Gols,Posicao,Jogador 5,Gols,Posicao,Jogador 6,Gols,Posicao,Jogador 7,Gols,Posicao,Jogador 8,Gols,Posicao,Jogador 9,Gols,Posicao,Jogador 10,Gols,Posicao,Jogador 11,Gols,Posicao,Jogador 12,Gols,Posicao,Jogador 13,Gols,Posicao,Jogador 14,Gols,Posicao,Jogador 15,Gols,Posicao,Jogador 16,Gols,Posicao,Jogador 17,Gols,Posicao,Jogador 18,Gols,Posicao,Jogador 19,Gols,Posicao,,,,,,,,,
FLAMENGO DE CAXIAS,04/08/1957,EUCALIPTOS,MIGUEL COMESAÑA,"CR$ 55.560,00",,2,1,GAÚCHO,SÉRGIO-50,1,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,LINDOBERTO,,M,ODORICO,,M,LUIZINHO,,A,IVO-50,1,A,LARRY,1,A,JULIO PERES,,A,CHINESINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NACIONAL,11/08/1957,CHÁCARA DAS CAMÉLIAS,MIGUEL COMESAÑA,"CR$ 158.450,00",,3,0,GAÚCHO,LAPAS,0,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,JOEL,,M,ODORICO,,M,LUIZINHO,,A,JOAQUINZINHO,1,A,LARRY,1,A,IVO-50,1,A,CHINESINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELITE,15/08/1957,SANTO ÂNGELO,FRANCISCO LAMOLINA,"CR$ 77.140,00",,5,0,AMISTOSO,LAPAS,0,G,FLORINDO,,Z,JOEL,,Z,MOSSORO,,M,LINDOBERTO,,M,ODORICO,,M,LUIZINHO,,A,JOAQUINZINHO,2,A,LARRY,,A,BODINHO,1,A,CHINESINHO,,A,ZANGÃO,,M,IVO-50,1,A,IRAJÁ,1,A,,,,,,,,,,,,,,,,,,,,,,,,
TAQUARIENSE,25/08/1957,TAQUARIENSE,OSVALDO BUDINO,"CR$ 93.000,00",,4,0,AMISTOSO,SÉRGIO-50,0,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,VERARDI,,M,JOEL,,M,LUIZINHO,,A,JOAQUINZINHO,2,A,LARRY,,A,IVO-50,1,A,CHINESINHO,,A,BODINHO,1,A,LINDOBERTO,,Z,EZEQUIEL,,Z,JULIO PERES,,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,
NÁUTICO,29/08/1957,AFLITOS,FRANCISCO LAMOLINA,"CR$ 148.420,00",,1,1,AMISTOSO,SÉRGIO-50,1,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,VERARDI,,M,JOEL,,M,LUIZINHO,,A,BODINHO,1,A,LARRY,,A,JULIO PERES,,A,CHINESINHO,,A,LAPAS,,G,JERÔNIMO,,A,IVO-50,,A,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ DE RECIFE,01/09/1957,ILHA DO RETIRO,FRANCISCO LAMOLINA,"CR$ 406.100,00",,3,3,AMISTOSO,LAPAS,3,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,JOEL,,M,CHINESINHO,,M,LUIZINHO,,A,BODINHO,1,A,LARRY,,A,JULIO PERES,,A,IVO-50,1,A,ZANGÃO,,M,JOAQUINZINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPORT RECIFE,03/09/1957,ILHA DO RETIRO,PAULO SIMÕES,"CR$ 279.810,00",,1,1,AMISTOSO,LAPAS,1,G,FLORINDO,,Z,JOEL,,Z,MOSSORO,,M,LINDOBERTO,,M,ZANGÃO,,M,LUIZINHO,,A,JOAQUINZINHO,,A,LARRY,,A,IVO-50,,A,CHINESINHO,,A,BODINHO,1,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELEÇÃO BAIANA,05/09/1957,FONTE NOVA,OSVALDO DO ROSARIO,,,1,1,AMISTOSO,LAPAS,1,G,FLORINDO,,Z,JOEL,,Z,MOSSORO,,M,LINDOBERTO,,M,ZANGÃO,,M,LUIZINHO,,A,JOAQUINZINHO,,A,LARRY,,A,JULIO PERES,,A,CHINESINHO,,A,IVO-50,,A,BODINHO,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPIRANGA DA BAHIA,07/09/1957,FONTE NOVA,FRANCISCO LAMOLINA,,,1,0,AMISTOSO,SÉRGIO-50,0,G,FLORINDO,,Z,ZANGÃO,,Z,MOSSORO,,M,CHINESINHO,,M,JOEL,,M,LUIZINHO,,A,JOAQUINZINHO,,A,LARRY,,A,JULIO PERES,,A,CANHOTINHO,,A,IVO-50,1,A,BODINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,21/09/1957,EUCALIPTOS,FORTUNATO TONELI,"CR$ 102.503,00",,6,2,GAÚCHO,SÉRGIO-50,2,G,FLORINDO,,Z,EZEQUIEL,,Z,ZANGÃO,,M,CHINESINHO,1,M,JOEL,,M,LUIZINHO,2,A,JOAQUINZINHO,2,A,LARRY,1,A,JERÔNIMO,,A,IRAJÁ,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORIANO,29/09/1957,FLORIANO,MIGUEL COMESAÑA,"CR$ 152.530,00",,2,1,GAÚCHO,SÉRGIO-50,1,G,FLORINDO,,Z,PAULISTINHA,,Z,ZANGÃO,,M,CHINESINHO,,M,JOEL,,M,LUIZINHO,,A,JOAQUINZINHO,,A,LARRY,,A,JERÔNIMO,,A,IVO-50,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,01/10/1957,GRÊMIO,LUIS SPINETTO,"CR$ 564.070,00",,0,1,AMISTOSO,SÉRGIO-50,1,G,LINDOBERTO,,Z,PAULISTINHA,,Z,ZANGÃO,,M,EZEQUIEL,,M,JOEL,,M,LUIZINHO,,A,JOAQUINZINHO,,A,LARRY,,A,JERÔNIMO,,A,IVO-50,,A,PERERECA,,A,BODINHO,,A,LAPAS,,G,,,,,,,,,,,,,,,,,,,,,,,,
FORÇA E LUZ,06/10/1957,TIMBAÚVA,MIGUEL COMESAÑA,"CR$ 151.400,00",,4,2,GAÚCHO,SÉRGIO-50,2,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,LUIZINHO,,A,BODINHO,1,A,LARRY,2,A,IVO-50,1,A,CHINESINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIMORÉ,13/10/1957,EUCALIPTOS,MIGUEL COMESAÑA,"CR$ 165.200,00",,2,1,GAÚCHO,SÉRGIO-50,1,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,LUIZINHO,1,A,JOAQUINZINHO,,A,LARRY,,A,IVO-50,,A,CHINESINHO,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,27/10/1957,EUCALIPTOS,JULIO OGUIZA,"CR$ 208.890,00",,1,0,GAÚCHO,LAPAS,0,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,LUIZINHO,,A,JOAQUINZINHO,,A,LARRY,1,A,IVO-50,,A,CHINESINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RENNER,03/11/1957,RENNER,FRANCISCO LAMOLINA,"CR$ 374.190,00",,3,2,GAÚCHO,LAPAS,2,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,CHINESINHO,,M,ZANGÃO,,M,LUIZINHO,,A,JOAQUINZINHO,2,A,LARRY,1,A,JERÔNIMO,,A,IVO-50,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO PAULO DE RIO GRANDE,08/11/1957,RIO GRANDE,CATALAN,"CR$ 85.000,00",,4,2,AMISTOSO,PAULINHO-50-G,2,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,LINDOBERTO,,M,ZANGÃO,,M,LUIZINHO,,A,BODINHO,1,A,LARRY,,A,EZEQUIEL,,A,CHINESINHO,,A,CANHOTINHO,2,A,JERÔNIMO,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLÉGIO SÃO FRANCISCO,11/11/1957,RIO GRANDE,CIRILO BRANDÃO,,,3,2,AMISTOSO,PAULINHO-50-G,2,G,FLORINDO,,Z,EZEQUIEL,,Z,ZANGÃO,,M,CHINESINHO,,M,LINDOBERTO,,M,LUIZINHO,,A,IVO-50,,A,LARRY,,A,JERÔNIMO,,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NACIONAL,17/11/1957,EUCALIPTOS,FORTUNATO TONELI,"CR$ 42.820,00",,5,0,GAÚCHO,SÉRGIO-50,0,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,CHINESINHO,,M,ZANGÃO,,M,LUIZINHO,2,A,JOAQUINZINHO,1,A,LARRY,1,A,JERÔNIMO,,A,IVO-50,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,01/12/1957,GRÊMIO,FRANCISCO LAMOLINA,"CR$ 1.278.810,00 G-40,00 CAD-150,00",,3,5,GAÚCHO,SÉRGIO-50,5,G,FLORINDO,,Z,ZANGÃO,,Z,MOSSORO,,M,CHINESINHO,,M,PAULISTINHA,,M,LUIZINHO,1,A,BODINHO,1,A,LARRY,,A,IVO-50,1,A,JOAQUINZINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMENGO DE CAXIAS,08/12/1957,CAXIAS DO SUL,JULIO OGUIZA,"CR$ 45.960,00",,2,0,GAÚCHO,SÉRGIO-50,0,G,FLORINDO,,Z,ZANGÃO,,Z,MOSSORO,,M,CHINESINHO,,M,PAULISTINHA,,M,LUIZINHO,,A,BODINHO,,A,LARRY,1,A,IVO-50,1,A,JOAQUINZINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIMORÉ,18/12/1957,RENNER,FRANCISCO LAMOLINA,"CR$ 92.650,00",,5,2,GAÚCHO,SÉRGIO-50,2,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,IVO-50,1,A,JOAQUINZINHO,2,A,LARRY,,A,IRAJÁ,,A,CHINESINHO,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,23/12/1957,GRÊMIO,MIGUEL COMESAÑA,"CR$ 913.480,00",,2,1,GAÚCHO,LAPAS,1,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,,A,LARRY,1,A,IVO-50,1,A,CHINESINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTUGUESA DE DESPORTOS,02/01/1958,EUCALIPTOS,FORTUNATO TONELI," CR$ 205.440,00 GERAL E SÓCIO 40,00 ",,1,4,AMISTOSO,LAPAS,4,G,FLORINDO,,Z,PAULISTINHA,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,BODINHO,1,A,JOAQUINZINHO,,A,LARRY,,A,CHINESINHO,,A,IVO-50,,A,CANHOTINHO,,A,SÉRGIO-50,,,EZEQUIEL,,,JERÔNIMO,,,IRAJÁ,,,,,,,,,,,,,,,,,,,,
RENNER,06/01/1958,EUCALIPTOS,FORTUNATO TONELI," CR$ 64,560 GERAL E SÓCIO 40,00 ",,1,3,GAÚCHO,LAPAS,3,G,ALMIR-50,,Z,EZEQUIEL,,Z,MOSSORO,,M,VERARDI,,M,ZANGÃO,,M,BODINHO,,A,JOAQUINZINHO,1,A,LARRY,,A,JERÔNIMO,,A,CHINESINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,13/01/1958,EUCALIPTOS,FORTUNATO TONELI," CR$ 50.200,00 ",,5,2,GAÚCHO,SÉRGIO-50,5,G,ALMIR-50,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,PAULISTINHA,,M,CANHOTINHO,3,A,JOAQUINZINHO,1,A,LARRY,,A,CHINESINHO,1,A,IRAJÁ,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIMNASIA ESGRIMA,21/01/1958,EUCALIPTOS,JULIO PETERSEN," CR$ 143,400,00 ",,0,0,INTERNACIONAL AMISTOSO,SÉRGIO-50,,G,ALMIR-50,,Z,PAULISTINHA,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,,A,IVO-50,,A,LARRY,,A,CHINESINHO,,A,CANHOTINHO,,A,BODINHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEADENSE,02/02/1958,LAJEADO,FLÁVIO CAVEDINI," CR$ 75,000,00 ",,4,3,AMISTOSO,LAPAS,4,G,ALMIR-50,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,1,A,LARRY,1,A,CHINESINHO,1,A,CANHOTINHO,,A,BRITO,,,IBERE,,,IVO-50,1,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,06/02/1958,PELOTAS,FLÁVIO CAVEDINI," CR$ 136.542,00 ",,4,0,AMISTOSO,LAPAS,,G,FLORINDO,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,2,A,LARRY,1,A,CHINESINHO,1,A,CANHOTINHO,,A,SIVUCA,,Z,BRITO,,,IVO DIOGO,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTIVO,09/02/1958,BENTO GONÇALVES,FLÁVIO CAVEDINI,,,5,2,AMISTOSO,LAPAS,2,G,FLORINDO,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,3,A,LARRY,,A,CHINESINHO,,A,CANHOTINHO,1,A,IBERE,,,GENINHO,,,IVO-50,1,,CAUVECIO,,,,,,,,,,,,,,,,,,,,,,,
RIOGRANDENSE DE SANTA MARIA,13/02/1958,SANTA MARIA,FLÁVIO CAVEDINI," CR$ 54.000,00 ",,6,1,AMISTOSO,PAULINHO-50-G,1,G,FLORINDO,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,2,A,BODINHO,1,A,LARRY,,A,CHINESINHO,,A,CANHOTINHO,1,A,SIVUCA,,,IBERE,,Z,BRITO,,,JERÔNIMO,,,,,,,,,,,,,,,,,,,,,,,
FLORIANO,23/02/1958,NOVO HAMBURGO,FLÁVIO CAVEDINI," CR$ 140.020,00 ",,4,1,AMISTOSO,LAPAS,1,G,BRITO,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,1,A,LARRY,,A,CHINESINHO,,A,CANHOTINHO,2,A,IVO-50,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,02/03/1958,EUCALIPTOS,APARICIO VIANA E SILVA," CR$ 148.440,00 ",,3,1,AMISTOSO,PAULINHO-50-G,3,G,BRITO,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,1,A,LARRY,,A,CHINESINHO,1,A,CANHOTINHO,1,A,IVO-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,09/03/1958,CAXIAS DO SUL,APARICIO VIANA E SILVA," CR$ 125.525,00 ",,1,0,AMISTOSO,PAULINHO-50-G,,G,BRITO,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,,A,LARRY,,A,CHINESINHO,,A,CANHOTINHO,1,A,GENINHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMENGO DE CAXIAS,10/03/1958,CAXIAS DO SUL,APARICIO VIANA E SILVA," CR$ 69.079,00 ",,0,2,AMISTOSO,LAPAS,2,G,BRITO,,Z,EZEQUIEL,,Z,MOSSORO,,M,IBERE,,M,JOEL,,M,MÁRIO LOPES,,A,BODINHO,,A,GENINHO,,A,CHINESINHO,,A,CANHOTINHO,,A,MANECA,,,IRAJÁ,,,JERÔNIMO,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTUGUESA DE DESPORTOS,16/03/1958,EUCALIPTOS,FRANCISCO MORENO," CR$ 350.000,00 ",,4,3,AMISTOSO,PAULINHO-50-G,3,G,BRITO,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,1,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,1,A,LARRY,,A,CHINESINHO,2,A,CANHOTINHO,,A,GENINHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIMORÉ,23/03/1958,SÃO LEOPOLDO,FLÁVIO CAVEDINI," CR$ 164.210,00 ",,5,5,AMISTOSO,PAULINHO-50-G,5,G,BRITO,,Z,EZEQUIEL,,Z,MOSSORO,,M,ZANGÃO,,M,JOEL,,M,JOAQUINZINHO,2,A,BODINHO,,A,LARRY,3,A,CHINESINHO,,A,CANHOTINHO,,A,ALMIR-50,,,BARRADAS,,,LAPAS,,,,,,,,,,,,,,,,,,,,,,,,,,
AMÉRICA DO RIO,13/04/1958,EUCALIPTOS,FLÁVIO CAVEDINI," CR$ 349.430,00 ",,3,2,AMISTOSO,LAPAS,2,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,IBERE,,M,BARRADAS,,M,JOAQUINZINHO,,A,BODINHO,1,A,LARRY,2,A,CHINESINHO,,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMEIRAS,20/04/1958,EUCALIPTOS,JOAO ETZEL," CR$ 380.980,00 ",,3,0,AMISTOSO,LAPAS,,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,ZANGÃO,,M,BARRADAS,,M,JOAQUINZINHO,,A,BODINHO,,A,LARRY,1,A,CHINESINHO,1,A,CANHOTINHO,1,A,PAULINHO-50-G,,,GENINHO,,,JERÔNIMO,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTAFOGO DO RIO,27/04/1958,EUCALIPTOS,ANTÔNIO VIUG," CR$ 463.830,00 ",,0,0,AMISTOSO,LAPAS,,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,ZANGÃO,,M,BARRADAS,,M,JOAQUINZINHO,,A,BODINHO,,A,LARRY,,A,CHINESINHO,,A,CANHOTINHO,,A,IVO-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO BAGÉ,11/05/1958,BAGÉ,NEI DA LUZ BARBOSA," CR$ 80.000,00 ",,3,2,AMISTOSO,LAPAS,,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,ZANGÃO,,M,BARRADAS,,M,JOAQUINZINHO,3,A,BODINHO,,A,LARRY,,A,CHINESINHO,,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO PAULO DE RIO GRANDE,15/05/1958,RIO GRANDE,NEI DA LUZ BARBOSA," CR$ 137.000,00 ",,3,2,AMISTOSO,LAPAS,3,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,ZANGÃO,,M,BARRADAS,,M,JOAQUINZINHO,1,A,BODINHO,1,A,LARRY,1,A,CHINESINHO,,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,22/05/1958,EUCALIPTOS,GROSMAN FASOLI," CR$ 40.140,00 ",,3,1,AMISTOSO,LAPAS,1,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,ZANGÃO,,M,BARRADAS,,M,JOAQUINZINHO,,A,BODINHO,1,A,LARRY,1,A,CHINESINHO,1,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,25/05/1958,SÃO JOSÉ,MÁRIO BLASI," CR$ 218.260,00 ",,4,0,AMISTOSO,LUIS CARLOS-G,,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,ZANGÃO,1,M,BARRADAS,,M,JOAQUINZINHO,,A,BODINHO,1,A,LARRY,1,A,CHINESINHO,,A,CANHOTINHO,,A,MOSSORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORIANO,29/05/1958,EUCALIPTOS,MÁRIO BLASI," CR$ 73.530,00 ",,4,0,GAÚCHO,LAPAS,,G,FLORINDO,,Z,EZEQUIEL,,Z,MOSSORO,,M,BRITO,,M,JOEL,,M,CANHOTINHO,,A,JOAQUINZINHO,,A,LARRY,,A,CHINESINHO,1,A,IVO-50,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMENGO DE CAXIAS,01/06/1958,CAXIAS DO SUL,GROSMAN FASOLI," CR$ 133.450,00 ",,3,5,GAÚCHO ,LUIS CARLOS-G,5,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,ZANGÃO,,M,BARRADAS,,M,JOAQUINZINHO,,A,JERÔNIMO,,A,LARRY,1,A,CHINESINHO,1,A,CANHOTINHO,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORÇA E LUZ,08/06/1958,EUCALIPTOS,MÁRIO BLASI," CR$ 28.860,00 ",,10,0,GAÚCHO,LUIS CARLOS-G,,G,FLORINDO,,Z,JOEL,,Z,EZEQUIEL,,M,ZANGÃO,1,M,BARRADAS,,M,JOAQUINZINHO,1,A,BODINHO,3,A,LARRY,2,A,CHINESINHO,3,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NACIONAL,22/06/1958,EUCALIPTOS,MIGUEL COMESAÑA," CR$ 64.120,00 ",,2,2,GAÚCHO,LUIS CARLOS-G,2,G,FLORINDO,,Z,JOEL,,Z,MOSSORO,,M,ZANGÃO,,M,BARRADAS,,M,JOAQUINZINHO,,A,BODINHO,,A,LARRY,2,A,CHINESINHO,,A,IVO-50,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIMORÉ,06/07/1958,SÃO LEOPOLDO,GROSMAN FASOLI,"  CR$ 241.140,00 ",,3,2,GAÚCHO,LAPAS,2,G,FLORINDO,,Z,EZEQUIEL,,Z,ZANGÃO,,M,BRITO,1,M,JOEL,,M,CANHOTINHO,,A,JOAQUINZINHO,1,A,LARRY,,A,CHINESINHO,,A,IVO-50,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,20/07/1958,EUCALIPTOS,GROSMAN FASOLI," CR$ 166.530,00 ",,2,1,GAÚCHO,LAPAS,1,G,FLORINDO,,Z,EZEQUIEL,1,Z,ZANGÃO,,M,VERARDI,,M,BRITO,,M,CANHOTINHO,,A,JOAQUINZINHO,,A,LARRY,1,A,JERÔNIMO,,A,IVO-50,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO JOSÉ,27/07/1958,SÃO JOSÉ,APARICIO VIANA E SILVA," CR$ 156.520,00 ",,3,1,GAÚCHO,LAPAS,1,G,FLORINDO,,Z,EZEQUIEL,,Z,ZANGÃO,,M,VERARDI,,M,BRITO,,M,CANHOTINHO,,A,HERMES-50,,A,JOAQUINZINHO,,A,JERÔNIMO,,A,IVO-50,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,03/08/1958,CAXIAS DO SUL,APARICIO VIANA E SILVA," CR$ 85.080,00 ",,2,1,GAÚCHO,LAPAS,1,G,FLORINDO,,Z,BARRADAS,,Z,ZANGÃO,,M,VERARDI,,M,BRITO,,M,GENINHO,,A,JOAQUINZINHO,,A,LARRY,2,A,TATI,,A,IVO-50,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,17/08/1958,EUCALIPTOS,MIGUEL COMESAÑA," CR$ 1.130.000,00 ",,1,2,GAÚCHO,LAPAS,2,G,FLORINDO,,Z,BARRADAS,,Z,ZANGÃO,,M,VERARDI,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,1,A,LARRY,,A,IVO-50,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RENNER,24/08/1958,RENNER,MÁRIO BLASI," CR$ 406.610,00 - GERAL: CR$ 50,00 - CD.: CR$ 200,00 ",,2,5,GAÚCHO,LAPAS,5,G,FLORINDO,,Z,BARRADAS,,Z,ZANGÃO,,M,VERARDI,,M,BRITO,,M,JOAQUINZINHO,,A,BODINHO,1,A,HERMES-50,,A,TATI,1,A,IVO-50,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZEIRO POA,31/08/1958,OLÍMPICO,MÁRIO VECHIO," CR$ 540.825,00 ",,0,0,AMISTOSO,PAULINHO-50-G,,G,ALMIR-50,,Z,TITICO,,Z,ZANGÃO,,M,VERARDI,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,,A,HERMES-50,,A,TATI,,A,IVO-50,,A,CANHOTINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRASIL DE PELOTAS,07/09/1958,PELOTAS,NEI DA LUZ BARBOSA," CR$ 184.290,00 ",,2,3,AMISTOSO,PAULINHO-50-G,3,G,ALMIR-50,,Z,TITICO,,Z,ZANGÃO,,M,VERARDI,,M,JOEL,,M,JOAQUINZINHO,,A,BODINHO,2,A,IVO-50,,A,TATI,,A,CANHOTINHO,,A,BARRADAS,,Z,LARRY,,A,IVO-50,,A,,,,,,,,,,,,,,,,,,,,,,,,
FORÇA E LUZ,21/09/1958,TIMBAÚVA,MÁRIO BLASI," CR$ 197.560,00 ",,4,1,GAÚCHO,SÉRGIO-50,1,G,FLORINDO,,Z,JOEL,,Z,ZANGÃO,,M,VERARDI,,M,BRITO,,M,JOAQUINZINHO,2,A,BODINHO,,A,LARRY,2,A,TATI,,A,IRAJÁ,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTOS,25/09/1958,EUCALIPTOS,MIGUEL COMESAÑA," CR$ 557.650,00  ",,5,1,AMISTOSO,SÉRGIO-50,,G,FLORINDO,,Z,JOEL,,Z,ZANGÃO,,M,VERARDI,,M,BRITO,,M,CANHOTINHO,1,A,IVO-50,2,A,LARRY,1,A,TATI,,A,IRAJÁ,,A,PAULINHO-50-G,,G,BARRADAS,,Z,CACAIO,1,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,15/10/1958,PELOTAS,MIGUEL COMESAÑA," CR$ 180.000,00 ",,2,3,AMISTOSO,SÉRGIO-50,3,G,WALDOMA,,Z,JOEL,,Z,ZANGÃO,,M,VERARDI,,M,BRITO,,M,JOAQUINZINHO,,A,IVO-50,,A,LARRY,1,A,TATI,,A,CACAIO,,A,BODINHO,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEADENSE,19/10/1958,LAJEADO,LUIS A. MANGELOT," CR$ 60.000,00 ",,2,0,AMISTOSO,SÉRGIO-50,,G,WALDOMA,,Z,JOEL,,Z,ZANGÃO,,M,VERARDI,,M,BRITO,,M,IVO-50,,A,BODINHO,,A,LARRY,,A,TATI,,A,CACAIO,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
